URL,Source,Primary intent,Title (code default),H1,Canonical,Decision
/programs/physics-tutoring,static/program,Subject — physics,(CMS/route default),,https://www.drshreyankeducare.com/programs/physics-tutoring,REVIEW: merge -> /programs/physics
/programs/computer-science,static/program,Subject hub — CS,(CMS/route default),,https://www.drshreyankeducare.com/programs/computer-science,Keep
/programs/biology,static/program,Subject hub — biology,(CMS/route default),,https://www.drshreyankeducare.com/programs/biology,Keep
/programs/pre-calculus,static/program,Course — pre-calculus,(CMS/route default),,https://www.drshreyankeducare.com/programs/pre-calculus,Keep
/programs/university-physics,static/program,University physics,(CMS/route default),,https://www.drshreyankeducare.com/programs/university-physics,Keep
/programs/university-biology,static/program,University biology,(CMS/route default),,https://www.drshreyankeducare.com/programs/university-biology,Keep
/programs/university-chemistry,static/program,University chemistry,(CMS/route default),,https://www.drshreyankeducare.com/programs/university-chemistry,Keep
/programs/university-mathematics,static/program,University math,(CMS/route default),,https://www.drshreyankeducare.com/programs/university-mathematics,Keep
/programs/university-finance,static/program,University finance,(CMS/route default),,https://www.drshreyankeducare.com/programs/university-finance,Keep
/programs/vancouver-math-tutoring,static/program,Local — Vancouver math,(CMS/route default),,https://www.drshreyankeducare.com/programs/vancouver-math-tutoring,REVIEW vs /math-tutor-vancouver
/programs/burnaby-stem-tutoring,static/program,Local — Burnaby STEM,(CMS/route default),,https://www.drshreyankeducare.com/programs/burnaby-stem-tutoring,Keep
/programs/python,static/program,Coding — Python,(CMS/route default),,https://www.drshreyankeducare.com/programs/python,Keep
/programs/javascript,static/program,Coding — JS,(CMS/route default),,https://www.drshreyankeducare.com/programs/javascript,Keep
/programs/web-development,static/program,Coding — web,(CMS/route default),,https://www.drshreyankeducare.com/programs/web-development,Keep
/programs/french,static/program,Language — French,(CMS/route default),,https://www.drshreyankeducare.com/programs/french,Keep
/programs/mandarin,static/program,Language — Mandarin,(CMS/route default),,https://www.drshreyankeducare.com/programs/mandarin,Keep
/programs/sat-prep,static/program,Test prep — SAT,(CMS/route default),,https://www.drshreyankeducare.com/programs/sat-prep,Keep
/programs/gmat-prep,static/program,Test prep — GMAT,(CMS/route default),,https://www.drshreyankeducare.com/programs/gmat-prep,Keep
/programs/gre-prep,static/program,Test prep — GRE,(CMS/route default),,https://www.drshreyankeducare.com/programs/gre-prep,Keep
/programs/mcat-prep,static/program,Test prep — MCAT,(CMS/route default),,https://www.drshreyankeducare.com/programs/mcat-prep,Keep
/programs/ib-ap-tutoring,static/program,IB/AP hub,(CMS/route default),,https://www.drshreyankeducare.com/programs/ib-ap-tutoring,Keep
/programs/finance,static/program,Subject — finance,(CMS/route default),,https://www.drshreyankeducare.com/programs/finance,Keep
